 741 ;     984643 ;  Right Click
 742 ;     984833 ;  Right Click
 743 ;     986222 ;  Right Click
 744 ;     987752 ;  Keypress space
 745 ;     989358 ;  Keypress space
 746 ;     992449 ;  Right Click
 747 ;     992724 ;  Keypress space
 748 ;     995178 ;  Right Click
 749 ;     995288 ;  Right Click
 750 ;     995451 ;  Keypress space
 751 ;     999064 ;  Keypress space
 752 ;    1002288 ;  Right Click
 753 ;    1002654 ;  Keypress space
 754 ;    1007186 ;  Right Click
 755 ;    1007289 ;  Keypress space
 756 ;    1008428 ;  Keypress w
 757 ;    1008632 ;  Keypress space
 758 ;    1008915 ;  Right Click
 759 ;    1009065 ;  Right Click
 760 ;    1009291 ;  Right Click
 761 ;    1009522 ;  Right Click
 762 ;    1009747 ;  Right Click
 763 ;    1009969 ;  Right Click
 764 ;    1010263 ;  Right Click
 765 ;    1011010 ;  Right Click
 766 ;    1012126 ;  Right Click
 767 ;    1012715 ;  Right Click
 768 ;    1012935 ;  Right Click
 769 ;    1013813 ;  Right Click
 770 ;    1014025 ;  Right Click
 771 ;    1014193 ;  Right Click
 772 ;    1014698 ;  Right Click
 773 ;    1014895 ;  Right Click
 774 ;    1015130 ;  Right Click
 775 ;    1015738 ;  Right Click
 776 ;    1016210 ;  Keypress w
 777 ;    1016461 ;  Keypress w
 778 ;    1017211 ;  Right Click
 779 ;    1017482 ;  Right Click
 780 ;    1017723 ;  Right Click
 781 ;    1018367 ;  Right Click
 782 ;    1019329 ;  Right Click
 783 ;    1019649 ;  Right Click
 784 ;    1019838 ;  Right Click
 785 ;    1020033 ;  Right Click
 786 ;    1020695 ;  Keypress space
 787 ;    1020695 ;  Right Click
 788 ;    1022009 ;  Right Click
 789 ;    1023687 ;  Left Click
 790 ;    1024207 ;  Keypress space
